ID,Nome,Frase,Parte,Link,Categoria Principal,Tox
0xWSgd5y-gQ,A Verdadeira Inspiração por Trás do Butters em South Park,O personagem Alegre ingênuo E otimista e gente boa do burs é baseado em Eric stalf diretor de animação de South Park.,Fim,https://www.youtube.com/watch?v=0xWSgd5y-gQ,,0.0
0xWSgd5y-gQ,A Verdadeira Inspiração por Trás do Butters em South Park,agora sabemos de onde vem a personalidade do grande burs.,Fim,https://www.youtube.com/watch?v=0xWSgd5y-gQ,,0.0
1znJVrkFFF4,Peppa Pig... Compilation 14 (História: O Barco do Vovô),o volpi está levando a festa e os olhos numa viagem de barra,Início,https://www.youtube.com/watch?v=1znJVrkFFF4,,0.0
1znJVrkFFF4,Peppa Pig... Compilation 14 (História: O Barco do Vovô),tudo bem vou pedir a você está levando seu celular estou volpi não o deixe cair na água,Início,https://www.youtube.com/watch?v=1znJVrkFFF4,,0.0
1znJVrkFFF4,Peppa Pig... Compilation 14 (História: O Barco do Vovô),eu iria também mas meu barco precisa de limpeza só eu não sei por que você se incomoda em limpar este barco enferrujado,Início,https://www.youtube.com/watch?v=1znJVrkFFF4,,0.0
1znJVrkFFF4,Peppa Pig... Compilation 14 (História: O Barco do Vovô),este barco enferrujado aqui ainda vai flutuar por muito tempo depois que este barco lata velha e foi parar no fundo do rio,Início,https://www.youtube.com/watch?v=1znJVrkFFF4,,0.0
1znJVrkFFF4,Peppa Pig... Compilation 14 (História: O Barco do Vovô),o vovô cão é o melhor amigo do vôo pig a deus eu sou um grande capital desse barco,Início,https://www.youtube.com/watch?v=1znJVrkFFF4,,0.0
1znJVrkFFF4,Peppa Pig... Compilation 14 (História: O Barco do Vovô),puxa o barco do volpi bateu em uma pequena ilha a fã está preso,Meio,https://www.youtube.com/watch?v=1znJVrkFFF4,,0.0
1znJVrkFFF4,Peppa Pig... Compilation 14 (História: O Barco do Vovô),eu vou ligar pra vovó pig ela pode ajudar o vovô bem e deixou seu telefone cair na água,Meio,https://www.youtube.com/watch?v=1znJVrkFFF4,,0.0
1znJVrkFFF4,Peppa Pig... Compilation 14 (História: O Barco do Vovô),de algum jeito nós temos que mandar uma mensagem para vovó de voar devido à boa ideia,Meio,https://www.youtube.com/watch?v=1znJVrkFFF4,,0.0
1znJVrkFFF4,Peppa Pig... Compilation 14 (História: O Barco do Vovô),eu posso ensinar a pole o que dizer o vovô big disse ging disse socorro socorro,Meio,https://www.youtube.com/watch?v=1znJVrkFFF4,,0.0
1znJVrkFFF4,Peppa Pig... Compilation 14 (História: O Barco do Vovô),você poderia ajudá-lo mandando eu terei o maior prazer ouvir solve preciso de ajuda capitão,Meio,https://www.youtube.com/watch?v=1znJVrkFFF4,,0.0
1znJVrkFFF4,Peppa Pig... Compilation 14 (História: O Barco do Vovô),talvez gostaria do meu velho barco enferrujado para salvar você sem por favor,Fim,https://www.youtube.com/watch?v=1znJVrkFFF4,,0.0
1znJVrkFFF4,Peppa Pig... Compilation 14 (História: O Barco do Vovô),o vulcão e são os melhores amigos da bola aparelho disse que nós precisávamos de ajuda,Fim,https://www.youtube.com/watch?v=1znJVrkFFF4,,0.0
1znJVrkFFF4,Peppa Pig... Compilation 14 (História: O Barco do Vovô),olhe é um papagaio muito esperto diga eu sou um papagaio espero,Fim,https://www.youtube.com/watch?v=1znJVrkFFF4,,0.0
1znJVrkFFF4,Peppa Pig... Compilation 14 (História: O Barco do Vovô),saltar perto a musa não fini falou o pai baby falar de chip,Fim,https://www.youtube.com/watch?v=1znJVrkFFF4,,0.0
1znJVrkFFF4,Peppa Pig... Compilation 14 (História: O Barco do Vovô),espero que mantenhamos a varial e pois queremos lá a água,Fim,https://www.youtube.com/watch?v=1znJVrkFFF4,,0.0
2X3vieGlcyY,Assista quando estiver em um dia ruim - BoJack Horseman,a gente se depara com uma jovenzinha chamada rut apresentando um trabalho na sala de aula pros colegas.,Início,https://www.youtube.com/watch?v=2X3vieGlcyY,,0.0
2X3vieGlcyY,Assista quando estiver em um dia ruim - BoJack Horseman,o ancestral escolhido para falar sobre era ninguém mais ninguém menos do que a princesa Carolyn que era a tatara tatara tatara avó dela.,Início,https://www.youtube.com/watch?v=2X3vieGlcyY,,0.0
2X3vieGlcyY,Assista quando estiver em um dia ruim - BoJack Horseman,tudo começou com o colar que usava o tempo todo arrebentando o fecho do nada.,Início,https://www.youtube.com/watch?v=2X3vieGlcyY,,0.0
2X3vieGlcyY,Assista quando estiver em um dia ruim - BoJack Horseman,o colar era uma herança de família inestimável passada de geração em geração.,Início,https://www.youtube.com/watch?v=2X3vieGlcyY,,0.0
2X3vieGlcyY,Assista quando estiver em um dia ruim - BoJack Horseman,um símbolo que servia para mostrar como a família sempre caía de pé não importa que acontecesse.,Início,https://www.youtube.com/watch?v=2X3vieGlcyY,,0.0
2X3vieGlcyY,Assista quando estiver em um dia ruim - BoJack Horseman,a moça da joalheria destruiu completamente dizendo que o colar não valia praticamente nada era só uma bijuteria folhada a ouro.,Meio,https://www.youtube.com/watch?v=2X3vieGlcyY,,0.0
2X3vieGlcyY,Assista quando estiver em um dia ruim - BoJack Horseman,ela tinha perdido o bebê.,Meio,https://www.youtube.com/watch?v=2X3vieGlcyY,,0.0
2X3vieGlcyY,Assista quando estiver em um dia ruim - BoJack Horseman,aquilo tinha acabado com ela e e assim que ela entra no carro começa a desabar em meio as lágrimas colocando um pouco daquela dor para fora.,Meio,https://www.youtube.com/watch?v=2X3vieGlcyY,,0.0
2X3vieGlcyY,Assista quando estiver em um dia ruim - BoJack Horseman,ela não teve coragem o suficiente para contar a verdade.,Meio,https://www.youtube.com/watch?v=2X3vieGlcyY,,0.0
2X3vieGlcyY,Assista quando estiver em um dia ruim - BoJack Horseman,ela mentiu chegando no apartamento a princesa começa a beber para tentar se livrar Nem que fosse só por um momento de toda a dor que aquele dia terrível tinha causado.,Meio,https://www.youtube.com/watch?v=2X3vieGlcyY,,0.0
2X3vieGlcyY,Assista quando estiver em um dia ruim - BoJack Horseman,ele pergunta como tinha sido o dia dela só que antes que pudesse responder o mesma interr resmungando e dizendo em um ton reclamão sobre como o dia dele tinha sido terrível.,Fim,https://www.youtube.com/watch?v=2X3vieGlcyY,,0.0
2X3vieGlcyY,Assista quando estiver em um dia ruim - BoJack Horseman,quer saber o que eu faço quando tô tendo um dia ruim terrível péssimo mesmo Eu imagino a minha tatara tatara tatatara neta do Futuro falando de mim pros amigos dela.,Fim,https://www.youtube.com/watch?v=2X3vieGlcyY,,0.0
2X3vieGlcyY,Assista quando estiver em um dia ruim - BoJack Horseman,quando eu imagino isso eu passo a achar que tudo vai dar certo mesmo senão como ela contaria pras pessoas.,Fim,https://www.youtube.com/watch?v=2X3vieGlcyY,,0.0
2X3vieGlcyY,Assista quando estiver em um dia ruim - BoJack Horseman,às vezes os nossos dias vão ser terríveis e não vai ter nada além disso não vai ter uma reviravolta no fim para que tudo termine magicamente bem.,Fim,https://www.youtube.com/watch?v=2X3vieGlcyY,,0.0
2X3vieGlcyY,Assista quando estiver em um dia ruim - BoJack Horseman,tá tudo bem chorar de vez em quando tá tudo bem não ser capaz de ser forte o tempo todo e superar qualquer obstáculo que surja no caminho.,Fim,https://www.youtube.com/watch?v=2X3vieGlcyY,,0.0
3CIPVQ4lRfo,BART VIROU AMANTE DA SHAUNA?! #simpsons #thesimpsons #shorts #homer #bart,Jimbo deixa sua namorada so vigia de Bart.,Início,https://www.youtube.com/shorts/3CIPVQ4lRfo,,0.0
3CIPVQ4lRfo,BART VIROU AMANTE DA SHAUNA?! #simpsons #thesimpsons #shorts #homer #bart,Olha não desgruda da minha chauna.,Início,https://www.youtube.com/shorts/3CIPVQ4lRfo,,0.0
3CIPVQ4lRfo,BART VIROU AMANTE DA SHAUNA?! #simpsons #thesimpsons #shorts #homer #bart,Pra quem tá na segunda série você é bem esperto viu.,Início,https://www.youtube.com/shorts/3CIPVQ4lRfo,,0.0
3CIPVQ4lRfo,BART VIROU AMANTE DA SHAUNA?! #simpsons #thesimpsons #shorts #homer #bart,ela rouba perfume em uma loja.,Início,https://www.youtube.com/shorts/3CIPVQ4lRfo,,0.0
3CIPVQ4lRfo,BART VIROU AMANTE DA SHAUNA?! #simpsons #thesimpsons #shorts #homer #bart,ele resolve assumir a culpa.,Início,https://www.youtube.com/shorts/3CIPVQ4lRfo,,0.0
3CIPVQ4lRfo,BART VIROU AMANTE DA SHAUNA?! #simpsons #thesimpsons #shorts #homer #bart,eu roubei isso cara isso foi muito maneiro.,Meio,https://www.youtube.com/shorts/3CIPVQ4lRfo,,0.0
3CIPVQ4lRfo,BART VIROU AMANTE DA SHAUNA?! #simpsons #thesimpsons #shorts #homer #bart,vem comigo aqui meu presente de agradecimento que uma garota teria.,Meio,https://www.youtube.com/shorts/3CIPVQ4lRfo,,0.0
3CIPVQ4lRfo,BART VIROU AMANTE DA SHAUNA?! #simpsons #thesimpsons #shorts #homer #bart,Sha sente peso na consciência por trair seu namorado.,Meio,https://www.youtube.com/shorts/3CIPVQ4lRfo,,0.0
3CIPVQ4lRfo,BART VIROU AMANTE DA SHAUNA?! #simpsons #thesimpsons #shorts #homer #bart,mas o Jimbo é um mané mas continua a atrair ele e Bart se torna seu amante.,Meio,https://www.youtube.com/shorts/3CIPVQ4lRfo,,0.0
3CIPVQ4lRfo,BART VIROU AMANTE DA SHAUNA?! #simpsons #thesimpsons #shorts #homer #bart,O Salv vidas apita e Bart aproveita para fugir.,Meio,https://www.youtube.com/shorts/3CIPVQ4lRfo,,0.0
3CIPVQ4lRfo,BART VIROU AMANTE DA SHAUNA?! #simpsons #thesimpsons #shorts #homer #bart,eles ficam na casa do Bart fazendo Guardas.,Fim,https://www.youtube.com/shorts/3CIPVQ4lRfo,,0.0
3CIPVQ4lRfo,BART VIROU AMANTE DA SHAUNA?! #simpsons #thesimpsons #shorts #homer #bart,O Cordeiro voltou para o matadouro.,Fim,https://www.youtube.com/shorts/3CIPVQ4lRfo,,0.0
3CIPVQ4lRfo,BART VIROU AMANTE DA SHAUNA?! #simpsons #thesimpsons #shorts #homer #bart,shauna decide ficar sozinha.,Fim,https://www.youtube.com/shorts/3CIPVQ4lRfo,,0.0
3CIPVQ4lRfo,BART VIROU AMANTE DA SHAUNA?! #simpsons #thesimpsons #shorts #homer #bart,não tão rápido Simpson.,Fim,https://www.youtube.com/shorts/3CIPVQ4lRfo,,0.0
3CIPVQ4lRfo,BART VIROU AMANTE DA SHAUNA?! #simpsons #thesimpsons #shorts #homer #bart,Tudo bem pai ele só tá testando o meu temor a Deus.,Fim,https://www.youtube.com/shorts/3CIPVQ4lRfo,,0.0
